24.98.255.56|4
90.11.152.188|5
82.121.19.166|2
90.11.152.188|3
86.198.50.130|3
209.190.85.5|7
76.182.178.128|3
84.98.37.132|3
71.178.157.55|4
76.100.145.195|3
99.137.90.157|2
98.193.91.91|4
