71.107.84.182|10
90.11.152.188|2
209.190.85.5|8
90.11.152.188|1
82.121.19.166|5
76.182.178.128|5
84.98.37.132|1
71.178.157.55|4
76.100.145.195|3
99.137.90.157|3
98.193.91.91|5
