71.107.84.182|4
90.11.152.188|4
209.190.85.5|3
76.182.178.128|4
84.98.37.132|5
71.178.157.55|1
76.100.145.195|3
91.151.151.130|4
99.137.90.157|3
98.193.91.91|5
